model,seed,period,horizon_min,horizon_label,n,MAE,RMSE,WMAPE,MAPE,mape_excluded
B1,0,inter_peak,60,60min,176687,1.46486139,2.21569395,7.02484989,8.35932827,5
B1,0,inter_peak,-1,mean,706748,1.42336726,2.15797234,6.82586193,8.10411167,20
B1,0,pm_peak,15,15min,87655,1.67911327,2.64896154,8.35422134,10.46055508,3
B1,0,pm_peak,30,30min,87655,1.78017819,2.86028075,8.85705757,11.16755867,3
B1,0,pm_peak,45,45min,87655,1.85035861,2.98063636,9.20623207,11.66351032,3
B1,0,pm_peak,60,60min,87655,1.90634131,3.08267450,9.48476601,12.07691097,3
B1,0,pm_peak,-1,mean,350620,1.80399787,2.89764047,8.97556877,11.34213257,12
B1,0,off_peak,15,15min,275519,1.85348582,2.75917983,7.85673857,9.35801697,30
B1,0,off_peak,30,30min,276340,1.87499046,2.78566647,7.95191526,9.47803688,28
B1,0,off_peak,45,45min,277070,1.89942682,2.81030798,8.05812550,9.59008980,25
B1,0,off_peak,60,60min,277737,1.92689896,2.83277822,8.17700195,9.71934986,26
B1,0,off_peak,-1,mean,1106666,1.88878191,2.79719996,8.01125240,9.53677273,109
B1,1,all,15,15min,628205,1.66513419,2.51994109,7.58656645,9.04822063,39
B1,1,all,30,30min,629026,1.71368635,2.59634542,7.80887747,9.33790207,37
B1,1,all,45,45min,629756,1.76061130,2.65795660,8.02322292,9.58717537,34
B1,1,all,60,60min,630423,1.80875659,2.71824098,8.24308872,9.84421635,35
B1,1,all,-1,mean,2517410,1.73711729,2.62424755,7.91573668,9.45476627,145
B1,1,am_peak,15,15min,88344,1.62752354,2.42012286,7.80490780,9.15009212,1
B1,1,am_peak,30,30min,88344,1.76016748,2.59260702,8.44101143,9.82102489,1
B1,1,am_peak,45,45min,88344,1.89406419,2.75228691,9.08312321,10.46457863,1
B1,1,am_peak,60,60min,88344,2.03623247,2.93268967,9.76490116,11.17854977,1
B1,1,am_peak,-1,mean,353376,1.82949698,2.68115449,8.77348614,10.15356159,4
B1,1,inter_peak,15,15min,176687,1.38034630,2.08134985,6.61955166,7.82194519,5
B1,1,inter_peak,30,30min,176687,1.40813982,2.13756943,6.75283766,8.01094341,5
B1,1,inter_peak,45,45min,176687,1.43617547,2.17590284,6.88728476,8.18393040,5
B1,1,inter_peak,60,60min,176687,1.46442568,2.20885277,7.02276087,8.33368683,5
B1,1,inter_peak,-1,mean,706748,1.42227185,2.15144181,6.82060862,8.08762646,20
B1,1,pm_peak,15,15min,87655,1.68840337,2.65114021,8.40044308,10.42275906,3
B1,1,pm_peak,30,30min,87655,1.78219867,2.83446026,8.86710930,11.07049370,3
B1,1,pm_peak,45,45min,87655,1.85325885,2.95840979,9.22066116,11.53217697,3
B1,1,pm_peak,60,60min,87655,1.91252697,3.05822635,9.51554203,11.95044422,3
B1,1,pm_peak,-1,mean,350620,1.80909693,2.87956786,9.00093937,11.24396801,12
B1,1,off_peak,15,15min,275519,1.85242212,2.75436902,7.85222960,9.36467457,30
B1,1,off_peak,30,30min,276340,1.87245584,2.77950287,7.94116545,9.48231792,28
B1,1,off_peak,45,45min,277070,1.89564168,2.80251813,8.04206753,9.58692932,25
B1,1,off_peak,60,60min,277737,1.92270160,2.82492518,8.15919018,9.71598721,26
B1,1,off_peak,-1,mean,1106666,1.88588309,2.79053068,7.99895668,9.53786469,109
B1,2,all,15,15min,628205,1.66361606,2.52160048,7.57964945,9.09084606,39
B1,2,all,30,30min,629026,1.70955014,2.59862947,7.79003000,9.37425613,37
B1,2,all,45,45min,629756,1.75134337,2.65368176,7.98098898,9.60498047,34
B1,2,all,60,60min,630423,1.79415190,2.70503521,8.17653084,9.85410976,35
B1,2,all,-1,mean,2517410,1.72972894,2.62070847,7.88206959,9.48141861,145
B1,2,am_peak,15,15min,88344,1.61967671,2.41856956,7.76727772,9.15754318,1
B1,2,am_peak,30,30min,88344,1.73430109,2.57301378,8.31696796,9.76771164,1
B1,2,am_peak,45,45min,88344,1.84672403,2.70605302,8.85610008,10.31954575,1
B1,2,am_peak,60,60min,88344,1.97784901,2.87141228,9.48491955,10.98569775,1
B1,2,am_peak,-1,mean,353376,1.79463768,2.64752769,8.60631657,10.05762482,4
B1,2,inter_peak,15,15min,176687,1.37965834,2.08382130,6.61625290,7.89210033,5
B1,2,inter_peak,30,30min,176687,1.40614676,2.13215709,6.74327993,8.06965637,5
B1,2,inter_peak,45,45min,176687,1.43296123,2.16757965,6.87187099,8.23519325,5
B1,2,inter_peak,60,60min,176687,1.45996773,2.19971585,7.00138187,8.40685654,5
B1,2,inter_peak,-1,mean,706748,1.41968358,2.14624977,6.80819654,8.15095139,20
B1,2,pm_peak,15,15min,87655,1.68297374,2.64656448,8.37342834,10.57960129,3
B1,2,pm_peak,30,30min,87655,1.77458715,2.83354497,8.82923985,11.26564026,3
B1,2,pm_peak,45,45min,87655,1.83923018,2.94057345,9.15086269,11.73105907,3
B1,2,pm_peak,60,60min,87655,1.89228940,3.02696896,9.41485214,12.14223766,3
B1,2,pm_peak,-1,mean,350620,1.79727018,2.86543155,8.94209671,11.42963505,12
B1,2,off_peak,15,15min,275519,1.85364521,2.75846767,7.85741425,9.36458397,30
B1,2,off_peak,30,30min,276340,1.87499821,2.79310298,7.95194817,9.48267174,28
B1,2,off_peak,45,45min,277070,1.89615893,2.81767726,8.04426193,9.57803440,25
B1,2,off_peak,60,60min,277737,1.91734493,2.83132911,8.13645840,9.69270802,26
B1,2,off_peak,-1,mean,1106666,1.88560748,2.80036283,7.99778795,9.52986050,109
B2,0,all,15,15min,628205,1.69977796,2.56701159,7.74440765,9.26212406,39
B2,0,all,30,30min,629026,1.71142006,2.59207964,7.79855108,9.34586334,37
B2,0,all,45,45min,629756,1.73934722,2.63248849,7.92632198,9.49865437,34
B2,0,all,60,60min,630423,1.78188479,2.69268107,8.12062550,9.72920704,35
B2,0,all,-1,mean,2517410,1.73314714,2.62155604,7.89764595,9.45918846,145
B2,0,am_peak,15,15min,88344,1.70821130,2.53993320,8.19185257,9.50115585,1
B2,0,am_peak,30,30min,88344,1.71333563,2.53971052,8.21642685,9.55700111,1
B2,0,am_peak,45,45min,88344,1.78650606,2.64920449,8.56732082,9.99928665,1
B2,0,am_peak,60,60min,88344,1.93841195,2.86907029,9.29579544,10.87507820,1
B2,0,am_peak,-1,mean,353376,1.78661609,2.65288711,8.56784821,9.98312950,4
B2,0,inter_peak,15,15min,176687,1.41827869,2.12553525,6.80145931,8.05068398,5
B2,0,inter_peak,30,30min,176687,1.43365133,2.16415310,6.87518024,8.16765022,5
B2,0,inter_peak,45,45min,176687,1.44526696,2.18454385,6.93088341,8.25303459,5
B2,0,inter_peak,60,60min,176687,1.45978141,2.20567632,7.00048876,8.33561230,5
B2,0,inter_peak,-1,mean,706748,1.43924463,2.17017841,6.90200329,8.20174503,20
B2,0,pm_peak,15,15min,87655,1.72993338,2.73559880,8.60706997,10.96759796,3
B2,0,pm_peak,30,30min,87655,1.78089952,2.83639026,8.86064625,11.24260616,3
B2,0,pm_peak,45,45min,87655,1.83363760,2.92261982,9.12303734,11.52101326,3
B2,0,pm_peak,60,60min,87655,1.88601410,3.02079725,9.38363075,11.82701969,3
B2,0,pm_peak,-1,mean,350620,1.80762112,2.88077831,8.99359703,11.38955879,12
B2,0,off_peak,15,15min,275519,1.86800206,2.77092123,7.91827154,9.41978645,30
B2,0,off_peak,30,30min,276340,1.86636925,2.77226615,7.91535234,9.43005562,28
B2,0,off_peak,45,45min,277070,1.88201487,2.78710604,7.98425674,9.49355698,25
B2,0,off_peak,60,60min,277737,1.90414357,2.80435586,8.08043671,9.58919048,26
B2,0,off_peak,-1,mean,1106666,1.88017297,2.78373313,7.97473717,9.48333549,109
B2,1,all,15,15min,628205,1.70870650,2.59124947,7.78508759,9.28004456,39
B2,1,all,30,30min,629026,1.71731937,2.61273408,7.82543278,9.34784889,37
B2,1,all,45,45min,629756,1.74288976,2.64925814,7.94246483,9.48900032,34
B2,1,all,60,60min,630423,1.78603733,2.70917702,8.13955021,9.72298717,35
B2,1,all,-1,mean,2517410,1.73877561,2.64103961,7.92329311,9.46018410,145
B2,1,am_peak,15,15min,88344,1.73150659,2.57139754,8.30356598,9.52701378,1
B2,1,am_peak,30,30min,88344,1.71339381,2.54878449,8.21670532,9.47254658,1
B2,1,am_peak,45,45min,88344,1.77333879,2.64458799,8.50417614,9.85082245,1
B2,1,am_peak,60,60min,88344,1.92791581,2.86406159,9.24546146,10.73571396,1
B2,1,am_peak,-1,mean,353376,1.78653860,2.66012621,8.56747627,9.89652443,4
B2,1,inter_peak,15,15min,176687,1.42897201,2.15497994,6.85274029,8.07537556,5
B2,1,inter_peak,30,30min,176687,1.44392467,2.19198513,6.92444658,8.19168568,5
B2,1,inter_peak,45,45min,176687,1.45374417,2.20578694,6.97153664,8.26962090,5
B2,1,inter_peak,60,60min,176687,1.46606779,2.22054505,7.03063583,8.34484577,5
B2,1,inter_peak,-1,mean,706748,1.44817710,2.19345927,6.94483948,8.22038174,20
B2,1,pm_peak,15,15min,87655,1.75044811,2.80022764,8.70913887,11.05780888,3
B2,1,pm_peak,30,30min,87655,1.80209625,2.90147853,8.96610737,11.33181572,3
B2,1,pm_peak,45,45min,87655,1.85398686,2.98565125,9.22428322,11.60407257,3
B2,1,pm_peak,60,60min,87655,1.90795481,3.08330131,9.49279404,11.91440773,3
B2,1,pm_peak,-1,mean,350620,1.82862139,2.94451642,9.09808064,11.47702599,12
B2,1,off_peak,15,15min,275519,1.86750638,2.77792263,7.91617012,9.40782166,30
B2,1,off_peak,30,30min,276340,1.86648667,2.77838469,7.91585064,9.41791058,28
B2,1,off_peak,45,45min,277070,1.88242102,2.79280853,7.98597908,9.48209858,25
B2,1,off_peak,60,60min,277737,1.90598392,2.81309962,8.08824635,9.58595085,26
B2,1,off_peak,-1,mean,1106666,1.88064241,2.79063010,7.97672844,9.47364235,109
B2,2,all,15,15min,628205,1.69279492,2.57226944,7.71259212,9.28193569,39
B2,2,all,30,30min,629026,1.70504320,2.59823394,7.76949310,9.36728287,37
B2,2,all,45,45min,629756,1.73442686,2.63999772,7.90389919,9.52828884,34
B2,2,all,60,60min,630423,1.77807069,2.70187664,8.10324287,9.76826096,35
B2,2,all,-1,mean,2517410,1.72762525,2.62861323,7.87248325,9.48667717,145
B2,2,am_peak,15,15min,88344,1.67620480,2.50846624,8.03836250,9.40994549,1
B2,2,am_peak,30,30min,88344,1.68923914,2.53339148,8.10086918,9.52770901,1
B2,2,am_peak,45,45min,88344,1.78772843,2.67576194,8.57318211,10.11032867,1
B2,2,am_peak,60,60min,88344,1.96577764,2.92633390,9.42703056,11.12492561,1
B2,2,am_peak,-1,mean,353376,1.77973747,2.66615868,8.53486156,10.04322720,4
B2,2,inter_peak,15,15min,176687,1.41903746,2.14141059,6.80509806,8.08593082,5
B2,2,inter_peak,30,30min,176687,1.43526399,2.17721438,6.88291359,8.20813942,5
B2,2,inter_peak,45,45min,176687,1.44706666,2.19650984,6.93951464,8.29599762,5
B2,2,inter_peak,60,60min,176687,1.46117437,2.21682310,7.00716877,8.37889862,5
B2,2,inter_peak,-1,mean,706748,1.44063568,2.18316627,6.90867376,8.24224186,20
B2,2,pm_peak,15,15min,87655,1.73835778,2.77201653,8.64898491,11.17211533,3
B2,2,pm_peak,30,30min,87655,1.78043997,2.86068463,8.85835934,11.38506126,3
B2,2,pm_peak,45,45min,87655,1.82679737,2.93746734,9.08900452,11.63667965,3
B2,2,pm_peak,60,60min,87655,1.87454140,3.02486992,9.32654953,11.91598797,3
B2,2,pm_peak,-1,mean,350620,1.80503416,2.90026474,8.98072529,11.52746201,12
B2,2,off_peak,15,15min,275519,1.85917628,2.77187705,7.88085985,9.40653324,30
B2,2,off_peak,30,30min,276340,1.85867190,2.77277112,7.88270760,9.41709995,28
B2,2,off_peak,45,45min,277070,1.87145829,2.78422356,7.93947124,9.46151257,25
B2,2,off_peak,60,60min,277737,1.88951623,2.79862761,8.01836491,9.54274273,26
B2,2,off_peak,-1,mean,1106666,1.86973965,2.78192616,7.93048429,9.45712090,109
B3,0,all,15,15min,628205,1.68869698,2.55245805,7.69392109,9.18756676,39
B3,0,all,30,30min,629026,1.69413388,2.57121301,7.71978188,9.24206257,37
B3,0,all,45,45min,629756,1.71841037,2.60586476,7.83091116,9.37966728,34
B3,0,all,60,60min,630423,1.76111436,2.66464305,8.02596855,9.61443520,35
B3,0,all,-1,mean,2517410,1.71562362,2.59894967,7.81779385,9.35613918,145
B3,0,am_peak,15,15min,88344,1.71167374,2.53613639,8.20845699,9.44910431,1
B3,0,am_peak,30,30min,88344,1.69453442,2.51507497,8.12626362,9.40506649,1
B3,0,am_peak,45,45min,88344,1.75387621,2.60919714,8.41084099,9.78832817,1
B3,0,am_peak,60,60min,88344,1.91063023,2.83025789,9.16256714,10.69446278,1
B3,0,am_peak,-1,mean,353376,1.76767874,2.62563610,8.47703266,9.83423996,4
B3,0,inter_peak,15,15min,176687,1.40873992,2.10979581,6.75571537,7.96657801,5
B3,0,inter_peak,30,30min,176687,1.42014515,2.14243960,6.81041050,8.07003212,5
B3,0,inter_peak,45,45min,176687,1.43043184,2.16188264,6.85974073,8.15729904,5
B3,0,inter_peak,60,60min,176687,1.44338787,2.18157387,6.92187262,8.24257946,5
