model,seed,period,horizon_min,horizon_label,n,MAE,RMSE,WMAPE,MAPE,mape_excluded
A4,1,pm_peak,60,60分钟,87655,1.85721385,2.97557592,9.24033833,11.64998150,3
A4,1,pm_peak,-1,四时距汇总,350620,1.78308320,2.85066724,8.87151051,11.23530006,12
A4,1,off_peak,15,15分钟,275519,1.84889519,2.75280428,7.83727932,9.33835411,30
A4,1,off_peak,30,30分钟,276340,1.84799540,2.75409460,7.83742809,9.35104752,28
A4,1,off_peak,45,45分钟,277070,1.86336112,2.76832485,7.90512037,9.41370010,25
A4,1,off_peak,60,60分钟,277737,1.88479769,2.78567433,7.99834156,9.50581551,26
A4,1,off_peak,-1,四时距汇总,1106666,1.86130250,2.76529360,7.89469862,9.40241528,109
A4,2,all,15,15分钟,628205,1.68832302,2.56651568,7.69221783,9.16836071,39
A4,2,all,30,30分钟,629026,1.69099128,2.57893395,7.70546198,9.20889664,37
A4,2,all,45,45分钟,629756,1.71388364,2.61184478,7.81028175,9.34055042,34
A4,2,all,60,60分钟,630423,1.75556862,2.67088175,8.00069427,9.57545376,35
A4,2,all,-1,四时距汇总,2517410,1.71222413,2.60740733,7.80230331,9.32351017,145
A4,2,am_peak,15,15分钟,88344,1.70825481,2.53991389,8.19206047,9.49076748,1
A4,2,am_peak,30,30分钟,88344,1.68969667,2.50892186,8.10306358,9.42684174,1
A4,2,am_peak,45,45分钟,88344,1.74616933,2.59554267,8.37388229,9.78437996,1
A4,2,am_peak,60,60分钟,88344,1.89694691,2.81436491,9.09694767,10.64751625,1
A4,2,am_peak,-1,四时距汇总,353376,1.76026690,2.61741018,8.44148827,9.83737564,4
A4,2,inter_peak,15,15分钟,176687,1.39737999,2.11870909,6.70123863,7.90919161,5
A4,2,inter_peak,30,30分钟,176687,1.40819764,2.14727521,6.75311518,8.00515556,5
A4,2,inter_peak,45,45分钟,176687,1.41976774,2.16668820,6.80860043,8.09811497,5
A4,2,inter_peak,60,60分钟,176687,1.43348455,2.18611240,6.87438011,8.18850803,5
A4,2,inter_peak,-1,四时距汇总,706748,1.41470754,2.15484023,6.78433323,8.05024242,20
A4,2,pm_peak,15,15分钟,87655,1.71545231,2.71545672,8.53502178,10.72508717,3
A4,2,pm_peak,30,30分钟,87655,1.76322341,2.80999780,8.77270031,10.97917652,3
A4,2,pm_peak,45,45分钟,87655,1.81495667,2.89134312,9.03009319,11.25283432,3
A4,2,pm_peak,60,60分钟,87655,1.87606549,2.99895549,9.33413219,11.61982822,3
A4,2,pm_peak,-1,四时距汇总,350620,1.79242444,2.85584450,8.91798782,11.14423084,12
A4,2,off_peak,15,15分钟,275519,1.85987926,2.77952242,7.88383913,9.37722588,30
A4,2,off_peak,30,30分钟,276340,1.84930682,2.77023792,7.84298944,9.34735203,28
A4,2,off_peak,45,45分钟,277070,1.85917079,2.77825499,7.88734341,9.38635731,25
A4,2,off_peak,60,60分钟,277737,1.87746823,2.79178572,7.96723795,9.47155380,26
A4,2,off_peak,-1,四时距汇总,1106666,1.86147618,2.77997518,7.89543486,9.39572620,109
