name,datetime,temp,humidity,precip,windspeed,visibility,icon
Notingham,2024-12-01T00:00:00,12.3,90.56,0,14.1,,cloudy
Notingham,2024-12-01T01:00:00,12.2,89.95,0,13.9,,cloudy
Notingham,2024-12-01T02:00:00,12,89.94,0,13.4,,cloudy
Notingham,2024-12-01T03:00:00,11.9,89.33,0,13.6,,cloudy
Notingham,2024-12-01T04:00:00,11.9,89.33,0,14.3,,cloudy
Notingham,2024-12-01T05:00:00,11.6,91.12,0,15,,cloudy
Notingham,2024-12-01T06:00:00,11.6,91.12,0,15.7,,cloudy
Notingham,2024-12-01T07:00:00,11.5,91.72,0,14.8,,cloudy
Notingham,2024-12-01T08:00:00,11.5,92.95,0,14.5,,cloudy
Notingham,2024-12-01T09:00:00,11.6,94.21,0,14.3,,cloudy
Notingham,2024-12-01T10:00:00,11.7,94.84,0,13.4,,cloudy
Notingham,2024-12-01T11:00:00,12.2,94.86,0,13.9,,cloudy
Notingham,2024-12-01T12:00:00,12.3,94.86,0,13,,cloudy
Notingham,2024-12-01T13:00:00,12.6,93.63,0,11.9,,cloudy
Notingham,2024-12-01T14:00:00,12.9,90.6,0,10.7,,partly-cloudy-day
Notingham,2024-12-01T15:00:00,12.6,87.62,0,10.5,,partly-cloudy-day
Notingham,2024-12-01T16:00:00,11.8,89.32,0,10.7,,partly-cloudy-night
Notingham,2024-12-01T17:00:00,11.3,91.71,0,11,,partly-cloudy-night
Notingham,2024-12-01T18:00:00,11.1,92.93,0,11.6,,partly-cloudy-night
Notingham,2024-12-01T19:00:00,11.4,92.33,0,11.6,,partly-cloudy-night
Notingham,2024-12-01T20:00:00,11.3,92.32,0,11.6,,cloudy
Notingham,2024-12-01T21:00:00,11.1,92.31,0,11.4,,cloudy
Notingham,2024-12-01T22:00:00,10.5,93.97,0,8.5,15.4,cloudy
Notingham,2024-12-01T23:00:00,10.4,93.3,0.008,7.7,17.3,cloudy
Notingham,2024-12-02T00:00:00,10.1,93.4,0.004,8.6,23.1,cloudy
Notingham,2024-12-02T01:00:00,10.3,92.52,0.012,9.7,25.6,cloudy
Notingham,2024-12-02T02:00:00,9.9,92.12,0.039,9.6,31.7,cloudy
Notingham,2024-12-02T03:00:00,9.5,92.06,0,8.6,4.8,cloudy
Notingham,2024-12-02T04:00:00,8.4,90.29,0.18,9.5,34.3,partly-cloudy-night
Notingham,2024-12-02T05:00:00,7.6,90.85,0,9.5,28.7,partly-cloudy-night
Notingham,2024-12-02T06:00:00,7.5,90.89,0.2,9.6,31.3,cloudy
Notingham,2024-12-02T07:00:00,7.1,91.76,0.008,8.5,28.4,partly-cloudy-night
Notingham,2024-12-02T08:00:00,7.3,92.34,0.039,7.9,20.1,cloudy
Notingham,2024-12-02T09:00:00,8,93.32,0.039,11.7,31.2,cloudy
Notingham,2024-12-02T10:00:00,8.5,87.71,0.039,10.8,23,cloudy
Notingham,2024-12-02T11:00:00,8.3,84.96,0.379,9.5,25.7,rain
Notingham,2024-12-02T12:00:00,8.3,87.85,0.057,9.5,25.6,cloudy
Notingham,2024-12-02T13:00:00,7.7,93.51,0.379,7.5,1.5,rain
Notingham,2024-12-02T14:00:00,7.4,92.35,0.004,8.8,28.8,cloudy
Notingham,2024-12-02T15:00:00,7.4,89.54,0,8.3,26.1,cloudy
