name,datetime,temp,humidity,precip,windspeed,visibility,icon
Notingham,2024-10-01T00:00:00,11.4,96.45,0.902,9.7,1.6,rain
Notingham,2024-10-01T01:00:00,11.4,96.47,0.393,7.5,5.4,rain
Notingham,2024-10-01T02:00:00,11.2,96.51,0.18,7.6,8.1,cloudy
Notingham,2024-10-01T03:00:00,11.3,93.86,0.004,7.6,8.3,cloudy
Notingham,2024-10-01T04:00:00,11.4,92.55,0.02,8.6,11.1,cloudy
Notingham,2024-10-01T05:00:00,11.4,92.58,0.016,8.4,8.9,cloudy
Notingham,2024-10-01T06:00:00,11.4,92.55,0.016,7.3,6,partly-cloudy-night
Notingham,2024-10-01T07:00:00,11.4,94.8,0.367,6.4,3.2,rain
Notingham,2024-10-01T08:00:00,11.4,95.39,0.191,6.5,4.9,cloudy
Notingham,2024-10-01T09:00:00,11.5,95.4,0.902,9.6,2.6,rain
Notingham,2024-10-01T10:00:00,11.4,95.39,1.156,9.7,3.1,rain
Notingham,2024-10-01T11:00:00,11.4,95.37,2.698,10,2.4,rain
Notingham,2024-10-01T12:00:00,11.7,95.14,1.812,13.2,1.9,rain
Notingham,2024-10-01T13:00:00,11.9,95.08,1.971,13.2,2.6,rain
Notingham,2024-10-01T14:00:00,12.2,94.82,0.73,14.2,2,rain
Notingham,2024-10-01T15:00:00,12.2,94.87,0.718,16.2,2.9,rain
Notingham,2024-10-01T16:00:00,12.2,94.73,0.543,17.4,2.2,rain
Notingham,2024-10-01T17:00:00,12.1,94.29,0.18,16.1,3.6,cloudy
Notingham,2024-10-01T18:00:00,11.7,94.86,0.18,15.1,3.3,cloudy
Notingham,2024-10-01T19:00:00,11.6,95.61,0.359,14.1,2,rain
Notingham,2024-10-01T20:00:00,11.4,95.43,0,14.1,5.1,cloudy
Notingham,2024-10-01T21:00:00,11.4,95.56,0.18,14,2.5,cloudy
Notingham,2024-10-01T22:00:00,11.5,96.35,0.18,15.1,2.4,cloudy
Notingham,2024-10-01T23:00:00,11.6,96.61,0.18,11.8,2.9,cloudy
Notingham,2024-10-02T00:00:00,11.6,95.29,0.18,9.8,2.3,cloudy
Notingham,2024-10-02T01:00:00,11.6,96.84,0.1,8.7,8.2,cloudy
Notingham,2024-10-02T02:00:00,11.6,95.52,0.004,8.8,8.4,cloudy
Notingham,2024-10-02T03:00:00,11.6,95.52,0.184,8.9,2.2,cloudy
Notingham,2024-10-02T04:00:00,11.4,96.44,0.539,10,1.6,rain
Notingham,2024-10-02T05:00:00,11.2,96.41,0.18,8,3.5,cloudy
