name,datetime,temp,humidity,precip,windspeed,visibility,icon
Notingham,2025-01-02T18:00:00,-0.2,78.77,0,6.2,21.1,clear-night
Notingham,2025-01-02T19:00:00,-0.8,79.9,0,3.5,18.1,clear-night
Notingham,2025-01-02T20:00:00,-0.8,79.89,0,6.1,20.4,clear-night
Notingham,2025-01-02T21:00:00,-1.1,81.66,0,5.8,19.8,clear-night
Notingham,2025-01-02T22:00:00,-1.6,83.96,0,5.8,17.3,clear-night
Notingham,2025-01-02T23:00:00,-1.8,82.15,0,4.9,18.9,clear-night
Notingham,2025-01-03T00:00:00,-2.2,84.14,0,4.6,19.9,clear-night
Notingham,2025-01-03T01:00:00,-2.1,81.63,0,5.5,19.1,clear-night
Notingham,2025-01-03T02:00:00,-2.2,83.09,0,6.6,25.4,clear-night
Notingham,2025-01-03T03:00:00,-2,81.97,0,7.4,24.3,clear-night
Notingham,2025-01-03T04:00:00,-2.6,87.04,0,4,15.3,clear-night
Notingham,2025-01-03T05:00:00,-2.3,89.03,0,9,14.7,clear-night
Notingham,2025-01-03T06:00:00,-2,86.8,0,9.1,14.6,clear-night
Notingham,2025-01-03T07:00:00,-1.4,86.32,0,9.4,25.4,clear-night
Notingham,2025-01-03T08:00:00,-1,90.01,0,8.7,18,clear-night
Notingham,2025-01-03T09:00:00,0.5,86.7,0,10.2,23,clear-day
Notingham,2025-01-03T10:00:00,1.6,83.65,0,10.3,16.9,clear-day
Notingham,2025-01-03T11:00:00,2.6,81.87,0,11.1,23.9,partly-cloudy-day
Notingham,2025-01-03T12:00:00,3.1,81.78,0,13.2,25,cloudy
Notingham,2025-01-03T13:00:00,3.7,83.26,0,12.3,21.1,partly-cloudy-day
Notingham,2025-01-03T14:00:00,3.7,85.55,0,10.6,19.5,cloudy
Notingham,2025-01-03T15:00:00,3.4,88.04,0,8.5,14.9,cloudy
Notingham,2025-01-03T16:00:00,3,90.09,0,7.5,13.9,partly-cloudy-day
Notingham,2025-01-03T17:00:00,2.5,92.22,0,7.5,10.5,partly-cloudy-night
Notingham,2025-01-03T18:00:00,2,94.18,0,5.7,9.7,cloudy
Notingham,2025-01-03T19:00:00,1.6,96.26,0,5.3,5,partly-cloudy-night
Notingham,2025-01-03T20:00:00,1.1,95.58,0,6.1,3.1,clear-night
Notingham,2025-01-03T21:00:00,1.1,96.25,0,6.1,3.5,partly-cloudy-night
Notingham,2025-01-03T22:00:00,1,96.34,0,6,4.1,clear-night
Notingham,2025-01-03T23:00:00,0.7,96.33,0,6.4,3.7,clear-night
Notingham,2025-01-04T00:00:00,0.7,97.49,0.007,5,6.2,partly-cloudy-night
Notingham,2025-01-04T01:00:00,0.7,96.21,0,5.7,6.1,partly-cloudy-night
Notingham,2025-01-04T02:00:00,0.2,96.11,0,7.6,5,partly-cloudy-night
Notingham,2025-01-04T03:00:00,0.2,95.37,0,7.2,6.3,cloudy
Notingham,2025-01-04T04:00:00,0.1,94.65,0,8.2,5.2,cloudy
Notingham,2025-01-04T05:00:00,0.1,94.67,0,6.7,6.3,cloudy
Notingham,2025-01-04T06:00:00,0.2,95.4,0,5.9,6.8,cloudy
Notingham,2025-01-04T07:00:00,-0.1,96.15,0,6.5,4.5,partly-cloudy-night
Notingham,2025-01-04T08:00:00,-0.1,96.18,0,4.4,5,cloudy
Notingham,2025-01-04T09:00:00,0.1,94.9,0,4.5,3.7,partly-cloudy-day
Notingham,2025-01-04T10:00:00,0.2,96.16,0,4.5,4.6,clear-day
Notingham,2025-01-04T11:00:00,0.6,95.94,0,0.6,5.2,clear-day
Notingham,2025-01-04T12:00:00,1.2,93.52,0,3.4,10.3,clear-day
Notingham,2025-01-04T13:00:00,1.7,89.05,0.004,3.7,10.3,clear-day
Notingham,2025-01-04T14:00:00,1.7,88.51,0,4.1,13.3,clear-day
Notingham,2025-01-04T15:00:00,1.2,89.48,0,1.3,11.4,clear-day
Notingham,2025-01-04T16:00:00,1.1,89.11,0,4.8,14.2,partly-cloudy-day
Notingham,2025-01-04T17:00:00,0.6,89.87,0,4.5,13,cloudy
Notingham,2025-01-04T18:00:00,0.6,90,0,5.4,13,cloudy
Notingham,2025-01-04T19:00:00,0.6,90.04,0,4.6,11.8,cloudy
Notingham,2025-01-04T20:00:00,1.1,89.46,0,6.9,14.4,cloudy
Notingham,2025-01-04T21:00:00,1.1,89.27,0,7,14.1,cloudy
Notingham,2025-01-04T22:00:00,1.4,87.97,0,9.2,16.1,cloudy
Notingham,2025-01-04T23:00:00,0.3,95.78,0.004,8.6,1.3,cloudy
Notingham,2025-01-05T00:00:00,0.2,96.3,0.024,8.7,1.4,cloudy
Notingham,2025-01-05T01:00:00,0.2,96.42,0.013,10.2,0.7,cloudy
Notingham,2025-01-05T02:00:00,0.2,96.51,0,13.5,0.6,fog
Notingham,2025-01-05T03:00:00,0.2,97.77,0.007,13.8,1.2,cloudy
Notingham,2025-01-05T04:00:00,0.2,97.89,0.006,16.5,1.3,cloudy
Notingham,2025-01-05T05:00:00,0.2,97.82,0.017,15.8,1.2,cloudy
Notingham,2025-01-05T06:00:00,0.2,97.84,0.065,15.1,0.7,cloudy
Notingham,2025-01-05T07:00:00,0.2,97.85,0.152,11.1,0.7,cloudy
Notingham,2025-01-05T08:00:00,0.2,97.87,0.144,13,1.2,cloudy
Notingham,2025-01-05T09:00:00,0.2,99.86,0.11,9.7,0.6,fog
Notingham,2025-01-05T10:00:00,0.7,97.93,0.065,10.3,1.2,cloudy
Notingham,2025-01-05T11:00:00,1,98.55,0.033,7.6,1.2,cloudy
Notingham,2025-01-05T12:00:00,1.3,97.93,0.026,6.1,0.1,fog
Notingham,2025-01-05T13:00:00,1.7,98.59,0.041,3.3,0.1,fog
Notingham,2025-01-05T14:00:00,1.7,99.84,0.022,2.6,0.7,cloudy
Notingham,2025-01-05T15:00:00,1.3,99.21,0.03,2.8,0.2,fog
Notingham,2025-01-05T16:00:00,1.2,98.51,0.019,1.3,1.3,cloudy
Notingham,2025-01-05T17:00:00,1.3,99.19,0.085,3,0.6,fog
Notingham,2025-01-05T18:00:00,1.4,99.19,0.127,3.5,0.7,cloudy
Notingham,2025-01-05T19:00:00,1.8,98.58,0.045,3.9,3,cloudy
Notingham,2025-01-05T20:00:00,2,99.21,0.016,2.7,3.2,cloudy
Notingham,2025-01-05T21:00:00,1.9,99.84,0.019,8.2,2.5,cloudy
Notingham,2025-01-05T22:00:00,2.1,99.8,0.034,6.5,1,partly-cloudy-night
Notingham,2025-01-05T23:00:00,1.9,99.84,0.233,4.3,0.2,fog
Notingham,2025-01-06T00:00:00,2,99.1,0.1,5.8,18,cloudy
Notingham,2025-01-06T01:00:00,1.5,99.75,0.111,7.2,11.8,cloudy
Notingham,2025-01-06T02:00:00,1.6,98.46,0.084,9.1,8.9,cloudy
Notingham,2025-01-06T03:00:00,1.9,97.86,0.056,8.6,0.7,cloudy
Notingham,2025-01-06T04:00:00,2.1,97.93,0.202,10.4,3.5,cloudy
Notingham,2025-01-06T05:00:00,1.9,95.96,0.329,14.2,3.8,rain
Notingham,2025-01-06T06:00:00,1.3,95.92,0.275,12.6,2.6,rain
Notingham,2025-01-06T07:00:00,1.2,96.56,0.254,13.4,4.2,rain
Notingham,2025-01-06T08:00:00,0.6,96.5,0.086,9.9,1.9,cloudy
Notingham,2025-01-06T09:00:00,1.7,94.68,0.022,11.4,20.5,cloudy
Notingham,2025-01-06T10:00:00,2.1,91.59,0.033,11.9,32.3,cloudy
Notingham,2025-01-06T11:00:00,2.5,89.13,0.024,13.5,43.1,cloudy
Notingham,2025-01-06T12:00:00,3,85.87,0.015,12.9,45.1,cloudy
Notingham,2025-01-06T13:00:00,3.2,84.79,0,13.3,42.9,cloudy
Notingham,2025-01-06T14:00:00,3.7,83.01,0,15.4,46.2,cloudy
Notingham,2025-01-06T15:00:00,4.1,80.32,0,16.9,44.9,partly-cloudy-day
Notingham,2025-01-06T16:00:00,3.2,86.3,0,14.8,35.6,clear-day
Notingham,2025-01-06T17:00:00,2.7,90.49,0,10.2,17.3,cloudy
Notingham,2025-01-06T18:00:00,2.7,90.7,0,9.6,11.7,cloudy
Notingham,2025-01-06T19:00:00,2.4,89.61,0,7.2,23.5,partly-cloudy-night
Notingham,2025-01-06T20:00:00,2.2,92.02,0.006,7.4,26.8,cloudy
Notingham,2025-01-06T21:00:00,2.7,89.61,0,8.3,17,cloudy
Notingham,2025-01-06T22:00:00,2.6,88.49,0,12,26,partly-cloudy-night
Notingham,2025-01-06T23:00:00,1.7,90.84,0,8.4,21.1,clear-night
Notingham,2025-01-07T00:00:00,1.6,84.29,0,10.2,23.8,partly-cloudy-night
Notingham,2025-01-07T01:00:00,1.2,83.55,0,9.7,22.2,clear-night
Notingham,2025-01-07T02:00:00,1.4,79.58,0,10.3,24.9,partly-cloudy-night
Notingham,2025-01-07T03:00:00,1.2,81.65,0,9.7,25.5,cloudy
Notingham,2025-01-07T04:00:00,1.1,87.46,0,10.6,22,cloudy
Notingham,2025-01-07T05:00:00,0.7,91.62,0,8.1,21.7,cloudy
Notingham,2025-01-07T06:00:00,0.7,92.41,0,7.5,19.9,cloudy
Notingham,2025-01-07T07:00:00,0.7,90.7,0,7.7,20.4,cloudy
Notingham,2025-01-07T08:00:00,0.2,89.51,0,8.8,21.5,clear-night
Notingham,2025-01-07T09:00:00,0.2,90.74,0,5.9,19.6,partly-cloudy-day
Notingham,2025-01-07T10:00:00,1.3,89.43,0,8,22.9,clear-day
Notingham,2025-01-07T11:00:00,2.1,86.42,0,9.8,28,partly-cloudy-day
Notingham,2025-01-07T12:00:00,2.2,89.18,0,8.6,14.4,cloudy
Notingham,2025-01-07T13:00:00,2.7,87.7,0,8.7,35.8,partly-cloudy-day
Notingham,2025-01-07T14:00:00,1.8,94.64,0,6.7,21.8,cloudy
Notingham,2025-01-07T15:00:00,2.7,87.59,0,10.2,44.7,partly-cloudy-day
Notingham,2025-01-07T16:00:00,2.2,86.66,0,10.8,39,partly-cloudy-day
Notingham,2025-01-07T17:00:00,1.6,87.96,0,8.3,4,cloudy
Notingham,2025-01-07T18:00:00,0.9,95.69,0,6.3,13.5,cloudy
Notingham,2025-01-07T19:00:00,0.7,95.76,0,8.2,18.8,cloudy
Notingham,2025-01-07T20:00:00,0.7,94.1,0,7.5,12.3,cloudy
Notingham,2025-01-07T21:00:00,0.7,94.33,0,8.2,17.1,partly-cloudy-night
Notingham,2025-01-07T22:00:00,0.6,93.41,0,9.2,13.9,clear-night
Notingham,2025-01-07T23:00:00,0.5,93.58,0,6.9,14.3,clear-night
Notingham,2025-01-08T00:00:00,0.2,95.36,0,8,11.6,clear-night
Notingham,2025-01-08T01:00:00,-0.1,94.74,0,8.5,12.5,clear-night
Notingham,2025-01-08T02:00:00,-0.3,95.4,0,8.2,16,clear-night
Notingham,2025-01-08T03:00:00,-0.6,94.73,0,7.4,17.5,clear-night
Notingham,2025-01-08T04:00:00,-1,95.9,0,2,15.3,clear-night
Notingham,2025-01-08T05:00:00,-0.9,94.64,0,1.1,17.6,clear-night
Notingham,2025-01-08T06:00:00,-1.3,96.03,0,1,10.8,clear-night
Notingham,2025-01-08T07:00:00,-1.1,94.81,0,0.8,10,clear-night
Notingham,2025-01-08T08:00:00,-1.3,95.45,0,0.8,9.8,clear-night
Notingham,2025-01-08T09:00:00,-1.3,96.19,0,0.8,8.6,clear-day
Notingham,2025-01-08T10:00:00,-0.8,94.13,0,0.7,8.7,clear-day
Notingham,2025-01-08T11:00:00,-0.3,94.07,0,0.5,8,clear-day
Notingham,2025-01-08T12:00:00,0.2,94.03,0,0.8,9.2,clear-day
Notingham,2025-01-08T13:00:00,0.2,92.73,0,2.2,6,clear-day
Notingham,2025-01-08T14:00:00,0.4,92.78,0,2.7,12,clear-day
Notingham,2025-01-08T15:00:00,0.2,89.16,0,3.8,15.2,clear-day
Notingham,2025-01-08T16:00:00,-0.2,88.51,0,4.7,12.8,cloudy
Notingham,2025-01-08T17:00:00,-0.2,83.79,0,5.6,18.6,cloudy
Notingham,2025-01-08T18:00:00,-0.5,84.11,0,5.2,15.5,cloudy
Notingham,2025-01-08T19:00:00,-0.6,83.52,0,3.9,16.5,cloudy
Notingham,2025-01-08T20:00:00,-1.6,89.36,0,0.3,12,cloudy
Notingham,2025-01-08T21:00:00,-1.8,86.47,0,3.6,15.1,cloudy
Notingham,2025-01-08T22:00:00,-1.9,86.66,0,3.1,17.2,cloudy
Notingham,2025-01-08T23:00:00,-2.1,89.57,0,2.8,12.8,cloudy
Notingham,2025-01-09T00:00:00,-1.8,87.73,0,3,13.4,cloudy
Notingham,2025-01-09T01:00:00,-1.6,82.47,0,5,16.2,cloudy
Notingham,2025-01-09T02:00:00,-1.8,80.04,0,6.2,20.4,clear-night
Notingham,2025-01-09T03:00:00,-1.4,73.5,0,7.6,23.3,clear-night
Notingham,2025-01-09T04:00:00,-2.1,77.28,0,6.3,20,clear-night
Notingham,2025-01-09T05:00:00,-2.6,77.05,0,7.4,17.8,partly-cloudy-night
Notingham,2025-01-09T06:00:00,-2.9,77.09,0,6.1,19,clear-night
Notingham,2025-01-09T07:00:00,-3.1,77.01,0,7.1,17.9,clear-night
Notingham,2025-01-09T08:00:00,-3.4,78.26,0,7.2,16.7,clear-night
Notingham,2025-01-09T09:00:00,-3.1,80.03,0,6.6,13.9,clear-day
Notingham,2025-01-09T10:00:00,-0.3,82.84,0,5.7,8.9,cloudy
Notingham,2025-01-09T11:00:00,0.3,83.94,0,5.1,9.7,clear-day
Notingham,2025-01-09T12:00:00,1.5,82.12,0,10.8,11.5,clear-day
Notingham,2025-01-09T13:00:00,1.7,81.24,0.183,9.3,15.5,clear-day
Notingham,2025-01-09T14:00:00,1.3,82.55,0.004,9.2,16,clear-day
Notingham,2025-01-09T15:00:00,1.4,83.98,0,6.1,10.9,cloudy
Notingham,2025-01-09T16:00:00,1.2,85.43,0,7.6,10.3,cloudy
Notingham,2025-01-09T17:00:00,0.4,87.86,0,5.4,7.1,clear-night
Notingham,2025-01-09T18:00:00,-0.1,87.95,0,6.2,7.2,clear-night
Notingham,2025-01-09T19:00:00,-0.8,90.32,0,7.4,6.5,clear-night
Notingham,2025-01-09T20:00:00,-0.8,87.26,0,7.9,8.8,clear-night
Notingham,2025-01-09T21:00:00,-1.2,85.19,0,6.3,9.5,clear-night
Notingham,2025-01-09T22:00:00,-1.6,85,0,5.2,6.7,clear-night
Notingham,2025-01-09T23:00:00,-2.1,87.84,0,7.3,7.8,clear-night
Notingham,2025-01-10T00:00:00,-2.8,88.95,0,6.3,9.7,clear-night
Notingham,2025-01-10T01:00:00,-2.9,90.87,0,8.3,6,clear-night
Notingham,2025-01-10T02:00:00,-2.2,86.4,0,6.1,15.1,clear-night
Notingham,2025-01-10T03:00:00,-2.9,86.4,0,7.8,12.5,clear-night
Notingham,2025-01-10T04:00:00,-3.6,90.5,0,7.5,8.4,clear-night
Notingham,2025-01-10T05:00:00,-3.8,89.09,0,5.9,9.6,clear-night
Notingham,2025-01-10T06:00:00,-3.4,83.75,0,4,18.6,clear-night
Notingham,2025-01-10T07:00:00,-2.8,85.33,0,5.8,27.8,clear-night
Notingham,2025-01-10T08:00:00,-2.7,84.91,0,1.5,24.5,clear-night
Notingham,2025-01-10T09:00:00,-3.4,88.89,0,4.1,16.2,clear-day
Notingham,2025-01-10T10:00:00,-2.7,82.85,0,6.8,9.3,clear-day
Notingham,2025-01-10T11:00:00,1,76.13,0,1.6,10.5,clear-day
Notingham,2025-01-10T12:00:00,1.1,77.7,0,3.2,12.2,clear-day
Notingham,2025-01-10T13:00:00,2.6,77.92,0,4.9,12.4,clear-day
Notingham,2025-01-10T14:00:00,3.1,77.52,0,3.7,16.5,clear-day
Notingham,2025-01-10T15:00:00,2.3,79.5,0,2.6,15.3,clear-day
Notingham,2025-01-10T16:00:00,0.4,84.45,0,0.9,14.5,clear-day
Notingham,2025-01-10T17:00:00,-0.4,89.99,0,3.5,6.9,clear-night
Notingham,2025-01-10T18:00:00,-1.3,93.23,0,3.8,10.3,clear-night
Notingham,2025-01-10T19:00:00,-1.6,95.91,0,4.3,4.3,clear-night
Notingham,2025-01-10T20:00:00,-1.6,94.11,0,3.6,4.1,clear-night
Notingham,2025-01-10T21:00:00,-1.6,94.76,0,5.6,5.7,clear-night
Notingham,2025-01-10T22:00:00,-1.9,94.81,0,2.9,4.5,clear-night
Notingham,2025-01-10T23:00:00,-2.1,94.85,0,3.5,3.9,clear-night
Notingham,2025-01-11T00:00:00,-1.2,98.22,0,6,4.9,clear-night
Notingham,2025-01-11T01:00:00,-3.2,94.21,0,3.8,2.6,clear-night
Notingham,2025-01-11T02:00:00,-3.5,94.86,0,0.7,2.5,clear-night
Notingham,2025-01-11T03:00:00,-3,94.99,0,3.9,2.6,clear-night
Notingham,2025-01-11T04:00:00,-3.3,96.26,0,3.4,2.5,clear-night
Notingham,2025-01-11T05:00:00,-1.7,97.65,0,6.9,3.7,clear-night
Notingham,2025-01-11T06:00:00,-3.3,95.63,0,1.6,3,clear-night
Notingham,2025-01-11T07:00:00,-3.8,96.31,0,3.3,2.4,clear-night
Notingham,2025-01-11T08:00:00,-3.3,95.63,0,2.7,2.4,clear-night
Notingham,2025-01-11T09:00:00,-4,94.99,0,1.5,2.5,clear-day
Notingham,2025-01-11T10:00:00,-1.2,98.39,0,0.8,2.4,clear-day
Notingham,2025-01-11T11:00:00,1.9,91.56,0,1.2,4.3,clear-day
Notingham,2025-01-11T12:00:00,1.5,84.24,0.007,4.1,4.4,clear-day
Notingham,2025-01-11T13:00:00,3,84.16,0.004,2.4,6.2,clear-day
Notingham,2025-01-11T14:00:00,4,79.66,0,0.4,7.5,clear-day
Notingham,2025-01-11T15:00:00,3.1,82.28,0,3.7,8,partly-cloudy-day
Notingham,2025-01-11T16:00:00,1.7,88.11,0,2.5,4.4,cloudy
Notingham,2025-01-11T17:00:00,1,91.16,0,2.7,2.5,cloudy
Notingham,2025-01-11T18:00:00,0.6,92.5,0,2.3,2,cloudy
Notingham,2025-01-11T19:00:00,-0.5,93.79,0,2.1,1.9,cloudy
Notingham,2025-01-11T20:00:00,-0.3,95.02,0,0.4,1.3,cloudy
Notingham,2025-01-11T21:00:00,-0.1,96.41,0,2.5,1.3,cloudy
Notingham,2025-01-11T22:00:00,-0.3,95.09,0,0.9,1.4,cloudy
Notingham,2025-01-11T23:00:00,-0.8,95.07,0,0.4,1.9,partly-cloudy-night
Notingham,2025-01-12T00:00:00,-0.1,96.35,0,1.6,2.1,cloudy
Notingham,2025-01-12T01:00:00,-0.5,96.32,0,0.3,1.4,cloudy
Notingham,2025-01-12T02:00:00,-0.1,96.83,0,2.9,2.9,cloudy
Notingham,2025-01-12T03:00:00,-0.3,96.34,0,3.4,2,cloudy
Notingham,2025-01-12T04:00:00,-1.5,96.25,0,3.7,3.6,clear-night
Notingham,2025-01-12T05:00:00,-1.3,96.38,0,4.2,2.5,clear-night
Notingham,2025-01-12T06:00:00,-0.3,96.36,0,4.6,4.5,cloudy
Notingham,2025-01-12T07:00:00,0.1,93.15,0,4.9,5.5,cloudy
Notingham,2025-01-12T08:00:00,0.5,92.42,0,3.5,6.6,cloudy
Notingham,2025-01-12T09:00:00,0.6,92.99,0,0.4,3.7,cloudy
Notingham,2025-01-12T10:00:00,1,93.12,0,3.5,3.8,cloudy
Notingham,2025-01-12T11:00:00,1.4,90.87,0,3.3,4.8,cloudy
Notingham,2025-01-12T12:00:00,2.1,91.51,0.006,4.1,4.8,cloudy
Notingham,2025-01-12T13:00:00,2.5,90.36,0,3.7,4.9,cloudy
Notingham,2025-01-12T14:00:00,2.6,91.45,0,3.5,4.9,cloudy
Notingham,2025-01-12T15:00:00,3.1,90.34,0.004,2.9,4.9,cloudy
Notingham,2025-01-12T16:00:00,2.8,90.25,0,3.2,4.9,cloudy
Notingham,2025-01-12T17:00:00,2.6,91.38,0,2.6,6,cloudy
Notingham,2025-01-12T18:00:00,2,93.11,0,4.8,5.5,partly-cloudy-night
Notingham,2025-01-12T19:00:00,1.3,93.09,0,3.5,3.8,clear-night
Notingham,2025-01-12T20:00:00,1.1,96.26,0,4.9,5.1,clear-night
Notingham,2025-01-12T21:00:00,1.4,94.84,0,6,5.9,clear-night
Notingham,2025-01-12T22:00:00,1.2,95.88,0,5.7,6.4,partly-cloudy-night
Notingham,2025-01-12T23:00:00,1.7,93.94,0,5.3,7.5,partly-cloudy-night
Notingham,2025-01-13T00:00:00,1.3,93.89,0,6.4,6.5,clear-night
Notingham,2025-01-13T01:00:00,1.7,92.6,0,9.1,9.2,clear-night
Notingham,2025-01-13T02:00:00,1.7,90.67,0,8.1,11.6,clear-night
Notingham,2025-01-13T03:00:00,1.9,89.56,0,8.6,13.3,clear-night
Notingham,2025-01-13T04:00:00,1.7,89.57,0,7.7,13.6,clear-night
Notingham,2025-01-13T05:00:00,1.7,89.55,0,7.7,14,cloudy
Notingham,2025-01-13T06:00:00,2.2,89.58,0,7.6,16.9,cloudy
Notingham,2025-01-13T07:00:00,2.5,87.19,0,7.9,16.9,cloudy
Notingham,2025-01-13T08:00:00,2.7,87.76,0,9.8,16.5,cloudy
Notingham,2025-01-13T09:00:00,2.7,88.69,0,9.3,17.4,clear-day
Notingham,2025-01-13T10:00:00,3.7,85.79,0,10.5,20.6,cloudy
Notingham,2025-01-13T11:00:00,4.2,83.49,0,11.6,22.9,cloudy
Notingham,2025-01-13T12:00:00,4.6,81.94,0,10,25.3,clear-day
Notingham,2025-01-13T13:00:00,4.8,80.91,0,10.9,25.3,clear-day
Notingham,2025-01-13T14:00:00,5.1,80.42,0,9.3,27.8,partly-cloudy-day
Notingham,2025-01-13T15:00:00,5.1,81.01,0,11.4,24.4,cloudy
Notingham,2025-01-13T16:00:00,5.1,81.08,0,11.8,22.4,cloudy
Notingham,2025-01-13T17:00:00,5,82.81,0,12.2,20.2,cloudy
Notingham,2025-01-13T18:00:00,4.6,84.89,0,11.1,18,cloudy
Notingham,2025-01-13T19:00:00,4.6,85.03,0,11.9,20.2,cloudy
Notingham,2025-01-13T20:00:00,4.6,85.11,0,10.6,18.9,cloudy
Notingham,2025-01-13T21:00:00,4.6,85.19,0,10.1,17.1,cloudy
Notingham,2025-01-13T22:00:00,4.6,85.18,0,6.7,14.6,cloudy
Notingham,2025-01-13T23:00:00,4.6,86.37,0,10.1,12.2,cloudy
Notingham,2025-01-14T00:00:00,4.5,86.96,0,7.2,11.5,cloudy
Notingham,2025-01-14T01:00:00,4.8,87.1,0,9.8,11.4,cloudy
Notingham,2025-01-14T02:00:00,4.8,88.9,0,7.6,10.8,cloudy
Notingham,2025-01-14T03:00:00,5.2,90.02,0,8.8,10.3,cloudy
Notingham,2025-01-14T04:00:00,5.1,91.34,0,9.7,10.1,cloudy
Notingham,2025-01-14T05:00:00,5.3,91.94,0,8.7,9.4,cloudy
Notingham,2025-01-14T06:00:00,5.5,91.97,0,10.6,7.6,cloudy
Notingham,2025-01-14T07:00:00,5.8,93.3,0,7.4,7.5,cloudy
Notingham,2025-01-14T08:00:00,5.7,93.28,0,7.3,5.8,cloudy
Notingham,2025-01-14T09:00:00,6.1,95.04,0,6.9,5.8,cloudy
Notingham,2025-01-14T10:00:00,7.1,93.3,0,10,7.6,cloudy
Notingham,2025-01-14T11:00:00,7.7,90.15,0,8.2,8.2,cloudy
Notingham,2025-01-14T12:00:00,8.2,90.15,0,5.2,10.1,cloudy
Notingham,2025-01-14T13:00:00,9.1,88.6,0,6.3,12.7,cloudy
Notingham,2025-01-14T14:00:00,10.1,87.51,0,8.6,27.4,cloudy
Notingham,2025-01-14T15:00:00,10.1,88.65,0,6,30.5,cloudy
Notingham,2025-01-14T16:00:00,10,88.83,0,5.9,25,cloudy
Notingham,2025-01-14T17:00:00,9.8,89.44,0,4.1,17.3,cloudy
Notingham,2025-01-14T18:00:00,9.6,90.06,0,5.9,13.6,cloudy
Notingham,2025-01-14T19:00:00,9.1,90.56,0,5.8,9.9,cloudy
Notingham,2025-01-14T20:00:00,9,92.29,0,5.1,7.4,cloudy
Notingham,2025-01-14T21:00:00,9,92.41,0,5.2,8.5,cloudy
Notingham,2025-01-14T22:00:00,8.8,94.69,0,4.9,8.4,cloudy
