id,name,description,direction,is_dwell_times_filtering_countline,is_anpr,is_speed,start_lat,start_long,end_lat,end_long,mean_lat,mean_lon
13452,S1_BootsBridge_NOT002,,CLOCKWISE_AND_ANTICLOCKWISE,False,False,True,52.932629,-1.1853,52.932678,-1.1852,52.9326535,-1.18525
13812,S3_DerbyRd_West_not002,,ANTICLOCKWISE_ONLY,False,False,True,52.944824,-1.18863,52.944897,-1.188695,52.9448605,-1.1886625
13813,S3_DerbyRd_Path_not002,,CLOCKWISE_AND_ANTICLOCKWISE,False,False,False,52.944798,-1.188636,52.944817,-1.188644,52.944807499999996,-1.18864
13814,S2_DerbyRd_not002,,CLOCKWISE_AND_ANTICLOCKWISE,False,False,True,52.955082,-1.164586,52.955173,-1.164638,52.9551275,-1.164612
13818,S4_AbbeyBridge_Path_LHS_not002,,CLOCKWISE_AND_ANTICLOCKWISE,False,False,False,52.946484,-1.171999,52.946507,-1.172029,52.9464955,-1.172014
13819,S4_AbbeyBridge_CyclePath_not002,,CLOCKWISE_AND_ANTICLOCKWISE,False,False,True,52.946495,-1.172055,52.946522,-1.172088,52.9465085,-1.1720715
13820,S4_AbbeyBridge_not002,,CLOCKWISE_AND_ANTICLOCKWISE,False,False,True,52.946507,-1.172117,52.946564,-1.172204,52.946535499999996,-1.1721605
13821,S4_AbbeyBridge_Path_RHS_not002,,CLOCKWISE_AND_ANTICLOCKWISE,False,False,False,52.946564,-1.172204,52.946583,-1.172238,52.9465735,-1.172221
13823,S12_BeestonRd_not002,,CLOCKWISE_AND_ANTICLOCKWISE,False,False,True,52.938217,-1.18603,52.938309,-1.186129,52.938263,-1.1860795
13826,S5_BeestonRd_West_not002,,ANTICLOCKWISE_ONLY,False,False,True,52.939854,-1.182534,52.939899,-1.182583,52.9398765,-1.1825584999999998
13827,S6_BeestonRd_East_not002,,CLOCKWISE_ONLY,False,False,True,52.939919,-1.182546,52.939972,-1.182614,52.9399455,-1.1825800000000002
13829,S15_DerbyRd_West_not002,,CLOCKWISE_ONLY,False,False,True,52.944923,-1.188667,52.944958,-1.188687,52.9449405,-1.188677
13830,S15_DerbyRd_Path_not002,,CLOCKWISE_AND_ANTICLOCKWISE,False,False,False,52.944984,-1.188731,52.945015,-1.188754,52.944999499999994,-1.1887425
13837,S15_DerbyRd_Bus_not002,,CLOCKWISE_ONLY,False,False,True,52.944954,-1.188711,52.944984,-1.188733,52.944969,-1.188722
15673,S35_TrentBridge_southbound_road_not002,,CLOCKWISE_ONLY,False,False,True,52.93882,-1.13729,52.938835,-1.137223,52.9388275,-1.1372565
15674,S35_TrentBridge_southbound_path_RHS_not002,,CLOCKWISE_AND_ANTICLOCKWISE,False,False,False,52.938835,-1.137223,52.938854,-1.137192,52.9388445,-1.1372075000000001
15675,S31_CaltonRd_road_not002,,CLOCKWISE_AND_ANTICLOCKWISE,False,False,True,52.958546,-1.126316,52.958569,-1.126343,52.9585575,-1.1263295000000002
15676,S31_CaltonRd_path_RHS_not002,,CLOCKWISE_AND_ANTICLOCKWISE,False,False,False,52.958569,-1.126343,52.958591,-1.126365,52.95858,-1.126354
15677,S33_NorthSherwoodSt_path_LHS_not002,,CLOCKWISE_AND_ANTICLOCKWISE,False,False,False,52.962429,-1.152409,52.962593,-1.152079,52.962511,-1.152244
15678,S33_NorthSherwoodSt_road_not002,,CLOCKWISE_AND_ANTICLOCKWISE,False,False,True,52.962593,-1.152079,52.962597,-1.152049,52.962595,-1.1520640000000002
15679,S33_NorthSherwoodSt_path_RHS_not002,,CLOCKWISE_AND_ANTICLOCKWISE,False,False,False,52.962597,-1.152049,52.962608,-1.152002,52.9626025,-1.1520255000000001
15680,S30_StAnnsWellRd_path_LHS_not002,,CLOCKWISE_AND_ANTICLOCKWISE,False,False,False,52.9576,-1.142077,52.957603,-1.14211,52.957601499999996,-1.1420935
15681,S30_StAnnsWellRd_road_not002,,CLOCKWISE_AND_ANTICLOCKWISE,False,False,True,52.957611,-1.14213,52.957623,-1.142241,52.957617,-1.1421855
15682,S27_CanalSt_road_not002,,CLOCKWISE_AND_ANTICLOCKWISE,False,False,True,52.949284,-1.143425,52.949326,-1.143449,52.949304999999995,-1.143437
15683,S27_CanalSt_path_RHS_not002,,CLOCKWISE_AND_ANTICLOCKWISE,False,False,False,52.949326,-1.143449,52.94936,-1.143465,52.949343,-1.143457
15684,S26_StationSt_path_LHS_not002,,CLOCKWISE_AND_ANTICLOCKWISE,False,False,False,52.947918,-1.141735,52.947941,-1.141743,52.9479295,-1.1417389999999998
15685,S26_StationSt_road_not002,,CLOCKWISE_AND_ANTICLOCKWISE,False,False,True,52.947945,-1.141747,52.948029,-1.14177,52.947987,-1.1417585
15686,S26_StationSt_path_RHS_not002,,CLOCKWISE_AND_ANTICLOCKWISE,False,False,False,52.94804,-1.141662,52.948071,-1.141669,52.948055499999995,-1.1416655
15687,S32_PorchesterRd_road_not002,,CLOCKWISE_AND_ANTICLOCKWISE,False,False,True,52.963673,-1.120352,52.963673,-1.120381,52.963673,-1.1203665
15688,S32_PorchesterRd_pathLHS_not002,,CLOCKWISE_AND_ANTICLOCKWISE,False,False,False,52.96368,-1.120295,52.96368,-1.120338,52.96368,-1.1203165
15689,S34_TrentBridge_northbound_road_not002,,CLOCKWISE_ONLY,False,False,True,52.938141,-1.13563,52.93811,-1.135651,52.9381255,-1.1356405
15690,S34_TrentBridge_northbound_path_RHS_not002,,CLOCKWISE_AND_ANTICLOCKWISE,False,False,False,52.93811,-1.135651,52.938091,-1.135676,52.938100500000004,-1.1356635
15691,S28_MansfieldRd_northbound_path_LHS_not002,,CLOCKWISE_AND_ANTICLOCKWISE,False,False,False,52.969292,-1.15392,52.969288,-1.153852,52.96929,-1.153886
15692,S28_MansfieldRd_northbound_road_not002,,ANTICLOCKWISE_ONLY,False,False,True,52.969292,-1.15392,52.969288,-1.153743,52.96929,-1.1538315
15693,S29_MansfieldRd_southbound_road_not002,,CLOCKWISE_ONLY,False,False,True,52.969322,-1.153703,52.969322,-1.153604,52.969322,-1.1536534999999999
15694,S29_MansfieldRd_southbound_path_RHS_not002,,CLOCKWISE_AND_ANTICLOCKWISE,False,False,False,52.969296,-1.1536,52.969296,-1.153519,52.969296,-1.1535595
15698,S31_CaltonRd_path_LHS_not002,,CLOCKWISE_AND_ANTICLOCKWISE,False,False,False,52.958477,-1.126403,52.958492,-1.126418,52.9584845,-1.1264105
15699,S31_CaltonRd_cyclelane_not002,,ANTICLOCKWISE_ONLY,False,False,False,52.958492,-1.126418,52.958508,-1.126423,52.9585,-1.1264205
15700,S30_StAnnsWellRd_path_RHS_not002,,CLOCKWISE_AND_ANTICLOCKWISE,False,False,False,52.957569,-1.142279,52.957577,-1.142329,52.957573,-1.142304
15701,S30_StAnnsWellRd_cyclelane_not002,,CLOCKWISE_ONLY,False,False,False,52.957539,-1.142272,52.957542,-1.142289,52.95754049999999,-1.1422805
15702,S27_CanalSt_path_LHS_not002,,CLOCKWISE_AND_ANTICLOCKWISE,False,False,False,52.949245,-1.143552,52.949253,-1.143555,52.949248999999995,-1.1435535
15703,S27_CanalSt_cyclelane_not002,,CLOCKWISE_AND_ANTICLOCKWISE,False,False,False,52.949253,-1.143555,52.949268,-1.143561,52.949260499999994,-1.143558
15704,S32_PorchesterRd_cyclelane_not002-OLD,,CLOCKWISE_ONLY,False,False,False,52.963726,-1.120387,52.963726,-1.120405,52.963726,-1.120396
15705,S32_PorchesterRd_pathRHS_not002-NEW,,CLOCKWISE_AND_ANTICLOCKWISE,False,False,False,52.963737,-1.120426,52.963737,-1.120476,52.963737,-1.120451
15706,S30_StAnnsWellRd_cyclelane_LHS_not002,,ANTICLOCKWISE_ONLY,False,False,False,52.95752,-1.142148,52.957523,-1.142176,52.9575215,-1.142162
22660,S36_LondonRd_northbound_not002,,CLOCKWISE_AND_ANTICLOCKWISE,False,False,True,52.948498,-1.140304,52.948494,-1.14041,52.948496,-1.1403569999999998
22661,S36_LondonRd_northbound_path_not002,,CLOCKWISE_AND_ANTICLOCKWISE,False,False,False,52.948494,-1.14041,52.94849,-1.140512,52.948492,-1.140461
22662,S37_LondonRd_southbound_not002,,CLOCKWISE_ONLY,False,False,True,52.948502,-1.140276,52.948502,-1.140218,52.948502,-1.140247
22663,S37_LondonRd_southbound_path_not002,,CLOCKWISE_AND_ANTICLOCKWISE,False,False,False,52.948502,-1.140218,52.948498,-1.140165,52.948499999999996,-1.1401915
22664,S38_LadyBayBridge_road_not002,,CLOCKWISE_AND_ANTICLOCKWISE,False,False,True,52.943832,-1.132408,52.943783,-1.132516,52.943807500000005,-1.132462
22665,S38_LadyBayBridge_path_not002,,CLOCKWISE_AND_ANTICLOCKWISE,False,False,False,52.943783,-1.132516,52.943756,-1.132596,52.9437695,-1.1325560000000001
22712,S42_huntingdonSt_not002,,CLOCKWISE_AND_ANTICLOCKWISE,False,False,True,52.957806,-1.145528,52.95779,-1.145579,52.957798,-1.1455535000000001
22713,S47_haydnRd_not002,,CLOCKWISE_AND_ANTICLOCKWISE,False,False,True,52.976887,-1.166334,52.976852,-1.166249,52.9768695,-1.1662915
22714,S47_haydnRd_crossing_not002,,CLOCKWISE_AND_ANTICLOCKWISE,False,False,False,52.976875,-1.166276,52.976837,-1.166311,52.976856,-1.1662935
22715,S48_northgate_southbound_not002,,ANTICLOCKWISE_ONLY,False,False,True,52.97673,-1.166276,52.976772,-1.166371,52.976751,-1.1663235
22716,S201_maidMarianWay_not002,S40_maidMarianWay_not002,CLOCKWISE_ONLY,False,False,True,52.953217,-1.154144,52.953236,-1.15411,52.9532265,-1.154127
22718,S49_beechdaleRd_not002,,CLOCKWISE_AND_ANTICLOCKWISE,False,False,True,52.96143,-1.199782,52.961456,-1.199784,52.961443,-1.199783
22721,S39_wellbeckRd_pathLHS_not002,,CLOCKWISE_AND_ANTICLOCKWISE,False,False,False,52.933083,-1.138304,52.933113,-1.138294,52.933098,-1.138299
22722,S39_wellbeckRd_overBridge_not002,,CLOCKWISE_AND_ANTICLOCKWISE,False,False,True,52.933113,-1.138294,52.933136,-1.138291,52.9331245,-1.1382925
22723,S39_wellbeckRd_pathRHS_not002,,CLOCKWISE_AND_ANTICLOCKWISE,False,False,False,52.933136,-1.138291,52.933159,-1.138286,52.933147500000004,-1.1382884999999998
22724,S43_LentonLn_pathRHS_not002,,CLOCKWISE_AND_ANTICLOCKWISE,False,False,False,52.928577,-1.170526,52.928528,-1.170487,52.928552499999995,-1.1705065000000001
22725,S43_LentonLn_road_not002,,CLOCKWISE_AND_ANTICLOCKWISE,False,False,True,52.928638,-1.170242,52.928612,-1.170287,52.928625,-1.1702645
22726,S41_maidMarianWay_not002,,CLOCKWISE_ONLY,False,False,True,52.953854,-1.154989,52.953831,-1.155042,52.9538425,-1.1550155
22730,S48_haydnRd_not002,,CLOCKWISE_AND_ANTICLOCKWISE,False,False,True,52.976803,-1.16616,52.97673,-1.166276,52.9767665,-1.1662180000000002
22743,S48_northgate_crossing_not002,,CLOCKWISE_AND_ANTICLOCKWISE,False,False,False,52.97678,-1.166394,52.976814,-1.16635,52.976797,-1.166372
22744,S48_northgate_northbound_not002,,CLOCKWISE_ONLY,False,False,True,52.976772,-1.166371,52.976818,-1.166429,52.976794999999996,-1.1663999999999999
22745,S47_nottinghamRd_crossing_not002,,CLOCKWISE_AND_ANTICLOCKWISE,False,False,False,52.976795,-1.166266,52.976818,-1.166311,52.9768065,-1.1662885
22746,S201_maidMarianWay_crossing_not002,unnamed,CLOCKWISE_AND_ANTICLOCKWISE,False,False,False,52.953297,-1.154068,52.95335,-1.154032,52.953323499999996,-1.15405
22747,S49_beechdaleRd_RHSpath_not002,,CLOCKWISE_AND_ANTICLOCKWISE,False,False,False,52.961433,-1.199702,52.961472,-1.199704,52.9614525,-1.199703
22749,S43_LentonLn_Cyclepath_not002,,CLOCKWISE_AND_ANTICLOCKWISE,False,False,False,52.928612,-1.170005,52.9286,-1.170056,52.928606,-1.1700305
22750,S41_maidMarianWay_cycleLn_not002,,CLOCKWISE_ONLY,False,False,False,52.953743,-1.15495,52.953754,-1.154981,52.9537485,-1.1549654999999999
23095,S32_PorchesterRd_Crossing_not002,,CLOCKWISE_AND_ANTICLOCKWISE,False,False,False,52.963623,-1.12036,52.963669,-1.120366,52.963646,-1.120363
25753,S24_heatherlyDr_PathLHS_not002,,CLOCKWISE_AND_ANTICLOCKWISE,False,False,False,52.985569,-1.17141,52.985561,-1.17144,52.985564999999994,-1.1714250000000002
25754,S24_heatherlyDr_not002,,CLOCKWISE_AND_ANTICLOCKWISE,False,False,True,52.985561,-1.17144,52.98555,-1.1715,52.985555500000004,-1.17147
25755,S18_joyceAve_PathLHS_not002,,CLOCKWISE_AND_ANTICLOCKWISE,False,False,False,52.990421,-1.1432,52.990398,-1.14318,52.9904095,-1.1431900000000002
25756,S18_joyceAve_not002,,CLOCKWISE_AND_ANTICLOCKWISE,False,False,True,52.990398,-1.14318,52.990372,-1.14313,52.990385,-1.1431550000000001
25757,S18_joyceAve_PathRHS_not002,,CLOCKWISE_AND_ANTICLOCKWISE,False,False,False,52.990372,-1.14313,52.99036,-1.14309,52.990366,-1.14311
25758,S25_danethorpeVale_pathLHS_not002,,CLOCKWISE_AND_ANTICLOCKWISE,False,False,False,52.98877,-1.14762,52.988789,-1.14762,52.9887795,-1.14762
25759,S25_danethorpeVale_road_not002,,CLOCKWISE_AND_ANTICLOCKWISE,False,False,True,52.988789,-1.14762,52.988838,-1.14762,52.9888135,-1.14762
25760,S25_danethorpeVale_pathRHS_not002,,CLOCKWISE_AND_ANTICLOCKWISE,False,False,False,52.988838,-1.14762,52.988861,-1.14762,52.9888495,-1.14762
25761,S19_PetworthDr_PathLHS_not002,,CLOCKWISE_AND_ANTICLOCKWISE,False,False,False,52.9869,-1.16795,52.986881,-1.16794,52.9868905,-1.167945
25762,S19_PetworthDr_not002,,CLOCKWISE_AND_ANTICLOCKWISE,False,False,True,52.986881,-1.16794,52.986839,-1.1679,52.98686,-1.16792
25763,S19_PetworthDr_PathRHS_not002,,CLOCKWISE_AND_ANTICLOCKWISE,False,False,False,52.986839,-1.1679,52.98682,-1.16788,52.9868295,-1.1678899999999999
40335,S24_heatherlyDr_PathRHS_not002,,CLOCKWISE_AND_ANTICLOCKWISE,False,False,False,52.98555,-1.171539,52.985531,-1.171568,52.9855405,-1.1715535
40844,s50_Lawrence_Way_Road_NOT008-01s50_Lawrence_Way_Road_NOT008-01,,CLOCKWISE_AND_ANTICLOCKWISE,False,False,True,52.944248,-1.165777,52.944237,-1.165697,52.9442425,-1.165737
40845,s50_Lawrence_Way_PathLHS_NOT008-01,,CLOCKWISE_AND_ANTICLOCKWISE,False,False,False,52.944248,-1.165782,52.944248,-1.165777,52.944248,-1.1657795000000002
40846,s50_Lawrence_Way_PathRHS_NOT008-01,,CLOCKWISE_AND_ANTICLOCKWISE,False,False,False,52.944237,-1.165697,52.944237,-1.165667,52.944237,-1.1656819999999999
40847,s51_The_Moorings_Road_NOT008-01,,CLOCKWISE_AND_ANTICLOCKWISE,False,False,True,52.944653,-1.167684,52.944614,-1.167638,52.9446335,-1.1676609999999998
40848,s51_The_Moorings_PathLHS_NOT008-01,,CLOCKWISE_AND_ANTICLOCKWISE,False,False,False,52.944672,-1.16765,52.944653,-1.167684,52.9446625,-1.167667
40849,s51_The_Moorings_PathRHS_NOT008-01,,CLOCKWISE_AND_ANTICLOCKWISE,False,False,False,52.944614,-1.167638,52.944611,-1.167606,52.944612500000005,-1.167622
40850,s53_Trent_Ln_Road_NOT008-01,,CLOCKWISE_AND_ANTICLOCKWISE,False,False,True,52.946217,-1.123317,52.94622,-1.123284,52.9462185,-1.1233005
40851,s53_Trent_Ln_PathRHS_NOT008-01,,CLOCKWISE_AND_ANTICLOCKWISE,False,False,False,52.94622,-1.123284,52.946239,-1.123214,52.9462295,-1.123249
40852,s53_Trent_Ln_PathLHS_NOT008-01,,CLOCKWISE_AND_ANTICLOCKWISE,False,False,False,52.94622,-1.12335,52.946217,-1.123317,52.9462185,-1.1233335
40853,s54_Trent_Ln_Road_NOT008-01,,CLOCKWISE_AND_ANTICLOCKWISE,False,False,True,52.944489,-1.122979,52.944523,-1.122928,52.944506,-1.1229535
40854,s54_Trent_Ln_PathLHS_NOT008-01,,CLOCKWISE_AND_ANTICLOCKWISE,False,False,False,52.944473,-1.123027,52.944489,-1.122979,52.944480999999996,-1.123003
40855,s54_Trent_Ln_PathRHS_NOT008-01,,CLOCKWISE_AND_ANTICLOCKWISE,False,False,False,52.944523,-1.122928,52.944534,-1.12289,52.9445285,-1.122909
42507,Countline 1,,CLOCKWISE_AND_ANTICLOCKWISE,False,True,False,52.955082,-1.164586,52.955173,-1.164638,52.9551275,-1.164612
42508,Countline 1,,CLOCKWISE_AND_ANTICLOCKWISE,False,True,False,52.944824,-1.18863,52.944897,-1.188695,52.9448605,-1.1886625
42509,Countline 1,,CLOCKWISE_AND_ANTICLOCKWISE,False,True,False,52.946507,-1.172117,52.946564,-1.172204,52.946535499999996,-1.1721605
42510,Countline 1,,CLOCKWISE_AND_ANTICLOCKWISE,False,True,False,52.939854,-1.182534,52.939899,-1.182583,52.9398765,-1.1825584999999998
42511,Countline 1,,CLOCKWISE_AND_ANTICLOCKWISE,False,True,False,52.939919,-1.182546,52.939972,-1.182614,52.9399455,-1.1825800000000002
42518,Countline 1,,CLOCKWISE_AND_ANTICLOCKWISE,False,True,False,52.944923,-1.188667,52.944984,-1.188733,52.9449535,-1.1886999999999999
45285,S85_NottinghamRd_road_not002,,CLOCKWISE_ONLY,False,False,False,52.979622,-1.17218,52.97958,-1.17225,52.979601,-1.172215
45286,S85_NottinghamRd_path_RHS_not002,,CLOCKWISE_AND_ANTICLOCKWISE,False,False,False,52.97958,-1.17225,52.979568,-1.17227,52.979574,-1.17226
45290,S55_QueensDr_path_LHS_not002,,CLOCKWISE_AND_ANTICLOCKWISE,False,False,False,52.929798,-1.16564,52.929821,-1.16565,52.9298095,-1.165645
45291,S55_QueensDr_road_not002,,ANTICLOCKWISE_ONLY,False,False,False,52.929829,-1.1656,52.929932,-1.16567,52.929880499999996,-1.165635
45292,S56_QueensDr_path_LHS_not002,,CLOCKWISE_AND_ANTICLOCKWISE,False,False,False,52.930271,-1.16478,52.930248,-1.16478,52.9302595,-1.16478
45293,S56_QueensDr_road_not002,,ANTICLOCKWISE_ONLY,False,False,True,52.930241,-1.16476,52.930149,-1.16472,52.930195,-1.16474
45294,S57_QueensDr_road_not002,,CLOCKWISE_ONLY,False,False,True,52.939751,-1.1603,52.939751,-1.1604,52.939751,-1.1603500000000002
45295,S57_QueensDr_path_RHS_not002,,CLOCKWISE_AND_ANTICLOCKWISE,False,False,False,52.939751,-1.1604,52.939751,-1.16046,52.939751,-1.16043
45296,S58_QueensDr_not002,,CLOCKWISE_ONLY,False,False,False,52.939049,-1.16032,52.939049,-1.16013,52.939049,-1.160225
45297,S59_QueensDr_path_LHS_not002,,CLOCKWISE_AND_ANTICLOCKWISE,False,False,False,52.944901,-1.15397,52.94492,-1.15399,52.944910500000006,-1.15398
45298,S59_QueensDr_road_not002,,ANTICLOCKWISE_ONLY,False,False,True,52.944908,-1.15401,52.94495,-1.15409,52.944929,-1.15405
45299,S60_WaterwayStW_road_not002,,ANTICLOCKWISE_ONLY,False,False,True,52.945358,-1.15245,52.945309,-1.15247,52.945333500000004,-1.15246
45300,S60_WaterwayStW_path_LHS_not002,,CLOCKWISE_AND_ANTICLOCKWISE,False,False,False,52.945389,-1.15244,52.945358,-1.15245,52.9453735,-1.152445
45301,S61_WilfordRd_road_not002,,CLOCKWISE_AND_ANTICLOCKWISE,False,False,True,52.946281,-1.1524,52.946308,-1.15254,52.9462945,-1.15247
45302,S61_WilfordRd_path_RHS_not002,,CLOCKWISE_AND_ANTICLOCKWISE,False,False,False,52.946308,-1.15254,52.94632,-1.15258,52.946314,-1.1525599999999998
45303,S62_ValleyRd_road_not002,,CLOCKWISE_ONLY,False,False,True,52.980251,-1.17421,52.98019,-1.17411,52.9802205,-1.17416
45304,S62_ValleyRd_path_RHS_not002,,CLOCKWISE_AND_ANTICLOCKWISE,False,False,False,52.980202,-1.17409,52.98019,-1.17406,52.980196,-1.1740750000000002
45305,S63_CastleBlvd_path_LHS_not002,,CLOCKWISE_AND_ANTICLOCKWISE,False,False,False,52.948601,-1.15173,52.94862,-1.15173,52.9486105,-1.15173
45306,S63_CastleBlvd_road_not002,,CLOCKWISE_AND_ANTICLOCKWISE,False,False,True,52.94862,-1.15173,52.94873,-1.15176,52.948674999999994,-1.151745
45307,S64_WilfordSt_path_LHS_not002,,CLOCKWISE_AND_ANTICLOCKWISE,False,False,False,52.94854,-1.15103,52.948551,-1.15106,52.9485455,-1.1510449999999999
45308,S64_WilfordSt_road_not002,,ANTICLOCKWISE_ONLY,False,False,False,52.948551,-1.15106,52.948589,-1.15112,52.948570000000004,-1.15109
45309,S64_WilfordSt_crossing_not002,,CLOCKWISE_AND_ANTICLOCKWISE,False,False,False,52.948589,-1.15113,52.94865,-1.15099,52.9486195,-1.15106
45310,S66_GregoryBlvd_path_LHS_not002,,CLOCKWISE_AND_ANTICLOCKWISE,False,False,False,52.968071,-1.15572,52.96804,-1.1557,52.968055500000006,-1.15571
45311,S66_GregoryBlvd_road_not002,,CLOCKWISE_AND_ANTICLOCKWISE,False,False,True,52.96804,-1.1557,52.967949,-1.15566,52.9679945,-1.1556799999999998
45312,S66_GregoryBlvd_path_RHS_not002,,CLOCKWISE_AND_ANTICLOCKWISE,False,False,False,52.967949,-1.15566,52.967918,-1.15563,52.9679335,-1.1556449999999998
45313,S67_SherwoodDrive_path_LHS_not002,,CLOCKWISE_AND_ANTICLOCKWISE,False,False,False,52.968559,-1.15558,52.968529,-1.15561,52.968543999999994,-1.155595
45314,S67_SherwoodDrive_road_not002,,CLOCKWISE_AND_ANTICLOCKWISE,False,False,False,52.968529,-1.15561,52.968479,-1.15571,52.968503999999996,-1.1556600000000001
45315,S67_SherwoodDrive_path_RHS_not002,,CLOCKWISE_AND_ANTICLOCKWISE,False,False,False,52.968479,-1.15571,52.96846,-1.15574,52.9684695,-1.155725
45316,S68_NottinghamRd_path_LHS_not002,,CLOCKWISE_AND_ANTICLOCKWISE,False,False,False,52.977119,-1.16719,52.977161,-1.16712,52.977140000000006,-1.167155
45317,S68_NottinghamRd_roadLHS_not002,,ANTICLOCKWISE_ONLY,False,False,True,52.977161,-1.16712,52.9772,-1.16707,52.9771805,-1.167095
45318,S68_NottinghamRd_road_RHS_not002,,CLOCKWISE_ONLY,False,False,True,52.977211,-1.16706,52.977249,-1.16699,52.97723,-1.167025
45319,S69_NottinghamRd_path_LHS_not002,,CLOCKWISE_AND_ANTICLOCKWISE,False,False,False,52.976688,-1.16593,52.976669,-1.16596,52.976678500000006,-1.165945
45320,S69_NottinghamRd_road_not002,,CLOCKWISE_AND_ANTICLOCKWISE,False,False,False,52.976669,-1.16596,52.976608,-1.16608,52.9766385,-1.16602
45321,S69_NottinghamRd_path_RHS_not002,,CLOCKWISE_AND_ANTICLOCKWISE,False,False,False,52.976608,-1.16608,52.976589,-1.1661,52.976598499999994,-1.16609
45322,S70_NottinghamRd_path_LHS_not002,,CLOCKWISE_AND_ANTICLOCKWISE,False,False,False,52.98093,-1.17495,52.980949,-1.17494,52.980939500000005,-1.1749450000000001
45323,S70_NottinghamRd_road_not002,,CLOCKWISE_AND_ANTICLOCKWISE,False,False,False,52.980949,-1.17494,52.981041,-1.17487,52.980995,-1.174905
45324,S70_NottinghamRd_path_RHS_not002,,CLOCKWISE_AND_ANTICLOCKWISE,False,False,False,52.981041,-1.17487,52.981079,-1.17484,52.98106,-1.174855
45325,S71_ValleyRd_path_RHS_not002,,CLOCKWISE_AND_ANTICLOCKWISE,False,False,False,52.981121,-1.173599,52.98114,-1.173668,52.981130500000006,-1.1736335
45326,S71_ValleyRd_road_not002,,CLOCKWISE_ONLY,False,False,True,52.981106,-1.173511,52.981125,-1.173598,52.9811155,-1.1735544999999998
45327,S72_CastleBlvd_road_not002,,CLOCKWISE_ONLY,False,False,False,52.94873,-1.15097,52.94878,-1.15099,52.948755,-1.1509800000000001
45328,S72_CastleBlvd_path_RHS_not002,,CLOCKWISE_AND_ANTICLOCKWISE,False,False,False,52.94878,-1.15099,52.948818,-1.151,52.948799,-1.150995
45329,S74_VernonRd_path_LHS_not002,,CLOCKWISE_AND_ANTICLOCKWISE,False,False,False,52.984531,-1.18126,52.984539,-1.18124,52.984534999999994,-1.18125
45330,S74_VernonRd_road_not002,,CLOCKWISE_AND_ANTICLOCKWISE,False,False,False,52.98455,-1.18125,52.984581,-1.18116,52.9845655,-1.1812049999999998
45331,S74_VernonRd_path_RHS_not002,,CLOCKWISE_AND_ANTICLOCKWISE,False,False,False,52.984581,-1.18116,52.984589,-1.18112,52.984584999999996,-1.18114
45332,S75_VernonRd_path_LHS_not002,,CLOCKWISE_AND_ANTICLOCKWISE,False,False,False,52.985809,-1.18261,52.98579,-1.18264,52.9857995,-1.1826249999999998
45333,S75_VernonRd_road_not002,,CLOCKWISE_AND_ANTICLOCKWISE,False,False,True,52.98579,-1.18264,52.985741,-1.18274,52.9857655,-1.18269
45334,S75_VernonRd_path_RHS_not002,,CLOCKWISE_AND_ANTICLOCKWISE,False,False,False,52.985741,-1.18274,52.985741,-1.18275,52.985741,-1.182745
45350,S83_QueensDr_path_LHS_not002,,ANTICLOCKWISE_ONLY,False,False,False,52.944408,-1.15518,52.944401,-1.15516,52.944404500000005,-1.15517
45351,S83_QueensDr_road_not002,,CLOCKWISE_AND_ANTICLOCKWISE,False,False,False,52.944401,-1.15516,52.944359,-1.15509,52.944379999999995,-1.155125
45352,Countline 1,,CLOCKWISE_AND_ANTICLOCKWISE,False,True,False,52.929829,-1.1656,52.929932,-1.16567,52.929880499999996,-1.165635
45353,Countline 1,,CLOCKWISE_AND_ANTICLOCKWISE,False,True,False,52.930241,-1.16476,52.930149,-1.16472,52.930195,-1.16474
45354,Countline 1,,CLOCKWISE_AND_ANTICLOCKWISE,False,True,False,52.939751,-1.1603,52.939751,-1.1604,52.939751,-1.1603500000000002
45355,Countline 1,,CLOCKWISE_AND_ANTICLOCKWISE,False,True,False,52.939049,-1.16032,52.939049,-1.16013,52.939049,-1.160225
45356,Countline 1,,CLOCKWISE_AND_ANTICLOCKWISE,False,True,False,52.944908,-1.15401,52.94495,-1.15409,52.944929,-1.15405
45357,Countline 1,,CLOCKWISE_AND_ANTICLOCKWISE,False,True,False,52.945358,-1.15245,52.945309,-1.15247,52.945333500000004,-1.15246
45358,Countline 1,,CLOCKWISE_AND_ANTICLOCKWISE,False,True,False,52.946281,-1.1524,52.946308,-1.15254,52.9462945,-1.15247
45359,Countline 1,,CLOCKWISE_AND_ANTICLOCKWISE,False,True,False,52.980251,-1.17421,52.98019,-1.17411,52.9802205,-1.17416
45360,Countline 1,,CLOCKWISE_AND_ANTICLOCKWISE,False,True,False,52.94862,-1.15173,52.94873,-1.15176,52.948674999999994,-1.151745
45361,Countline 1,,CLOCKWISE_AND_ANTICLOCKWISE,False,True,False,52.948551,-1.15106,52.948589,-1.15112,52.948570000000004,-1.15109
45362,Countline 1,,CLOCKWISE_AND_ANTICLOCKWISE,False,True,False,52.96804,-1.1557,52.967949,-1.15566,52.9679945,-1.1556799999999998
45363,Countline 1,,CLOCKWISE_AND_ANTICLOCKWISE,False,True,False,52.968529,-1.15561,52.968479,-1.15571,52.968503999999996,-1.1556600000000001
45364,Countline 1,,CLOCKWISE_AND_ANTICLOCKWISE,False,True,False,52.977161,-1.16712,52.9772,-1.16707,52.9771805,-1.167095
